Generation,MaxFitness,MinFitness,MeanFitness,StdvFitness
77,0.39784579972306466,1e-08,0.3079634766221067,0.16362492306457005
78,0.39784579972306466,1e-08,0.32398517734493787,0.15190545477584114
79,0.39784579972306466,1e-08,0.30025164642119684,0.1688333277063552
80,0.39784579972306466,1e-08,0.31108331439216497,0.1620776839197593
81,0.39784579972306466,1e-08,0.3190645997345826,0.15627917248466922
82,0.39784579972306466,1e-08,0.3246250514133304,0.15218082576177294
83,0.39784579972306466,1e-08,0.29282012979864,0.17363804207291858
84,0.39784579972306466,1e-08,0.3173653290281942,0.15872572666669466
85,0.39784579972306466,1e-08,0.3329671276978312,0.14537583021238348
86,0.39784579972306466,1e-08,0.31997677338892744,0.15669211583951798
87,0.39784579972306466,1e-08,0.32523745881505634,0.15243381892522245
88,0.39784579972306466,1e-08,0.3445280030705252,0.13515112716169522
89,0.39784579972306466,1e-08,0.3420024253764587,0.1380001733785038
90,0.39784579972306466,1e-08,0.3390601925408844,0.1405997707378111
91,0.39784579972306466,1e-08,0.30460776566137343,0.16806647126715168
92,0.39784579972306466,1e-08,0.309481840390439,0.1644148711595453
93,0.39784579972306466,1e-08,0.29607463916984883,0.1725076005121514
94,0.39784579972306466,1e-08,0.3040509327420879,0.16778967851723278
95,0.39784579972306466,1e-08,0.3333283350995571,0.145533666089152
96,0.39784579972306466,1e-08,0.3282737550219599,0.15035644895027805
97,0.39784579972306466,1e-08,0.30694857134024167,0.16621793508132554
98,0.39784579972306466,1e-08,0.325450202845453,0.15251796627417366
99,0.39784579972306466,1e-08,0.32584285798696083,0.15268293163499327
100,0.39784579972306466,1e-08,0.3099652930647049,0.16463233163401736
101,0.39784579972306466,1e-08,0.32262469511339065,0.15459831272347718
102,0.39784579972306466,1e-08,0.2885716929233439,0.1769997075610144
103,0.39784579972306466,1e-08,0.33073512201896305,0.14793865874866285
104,0.39784579972306466,1e-08,0.32559722506767524,0.1525734598829493
105,0.39784579972306466,1e-08,0.3442338368179063,0.1350446972246823
106,0.39784579972306466,1e-08,0.2966332918441147,0.17279931637201998
107,0.39784579972306466,1e-08,0.33125626851660167,0.14815203821430417
108,0.39784579972306466,1e-08,0.331139038064558,0.1481029134127209
109,0.39784579972306466,1e-08,0.3418654895758834,0.13794405764112513
110,0.39784579972306466,1e-08,0.3389312847251107,0.14053336470218963
111,0.39784579972306466,1e-08,0.32853348835529317,0.15044915777607612
112,0.39784579972306466,1e-08,0.3311153187236256,0.14809363596131725
113,0.39784579972306466,1e-08,0.315201487134703,0.1608908033402518
114,0.39784579972306466,1e-08,0.3233698276186285,0.15492385908503742
115,0.39784579972306466,1e-08,0.3339790486779102,0.14576788643237248
116,0.40221493533614955,1e-08,0.3076260733934359,0.16654837633768496
117,0.40221493533614955,1e-08,0.32353990498235846,0.15500110899758293
118,0.40221493533614955,1e-08,0.30507337059585743,0.1683027861084603
119,0.40221493533614955,1e-08,0.3021924710936164,0.1698259084602283
120,0.40221493533614955,1e-08,0.3388418394525708,0.1405353872091071
121,0.40221493533614955,1e-08,0.3230025716490251,0.1547702968135865
122,0.40221493533614955,1e-08,0.3042358125730599,0.1678848200528912
123,0.40221493533614955,1e-08,0.31947165568714136,0.1564832666418121
124,0.40221493533614955,1e-08,0.3199125964222006,0.15668460881231502
125,0.40221493533614955,1e-08,0.3146662410340675,0.16067197428816685
126,0.40221493533614955,1e-08,0.26924532313327076,0.1847709620728647
127,0.40221493533614955,1e-08,0.3085511934617081,0.16396837356218966
128,0.40221493533614955,1e-08,0.28916442451677504,0.17448646436031176
129,0.40221493533614955,1e-08,0.3176761947660096,0.1557092969903396
130,0.40221493533614955,1e-08,0.27383522082894285,0.17944726156273633
131,0.40221493533614955,1e-08,0.28309930938298666,0.17385916316048355
132,0.40221493533614955,1e-08,0.2860575981881644,0.17272749315021108
133,0.40221493533614955,1e-08,0.29639748179067976,0.1667759084707279
134,0.40221493533614955,1e-08,0.28862423430203155,0.17128761420687494
135,0.40221493533614955,1e-08,0.2966495435058179,0.16691938364516418
136,0.40221493533614955,1e-08,0.2949543295800838,0.1689886909254778
137,0.40221493533614955,1e-08,0.3219715492919579,0.15106309203418603
138,0.40221493533614955,1e-08,0.29355693540932987,0.1711714727429569
139,0.40221493533614955,1e-08,0.3129503578395797,0.15992999291005247
140,0.40221493533614955,1e-08,0.31624438078914163,0.15831666936084063
141,0.40221493533614955,1e-08,0.3595599662343227,0.11563578465014127
142,0.40221493533614955,1e-08,0.3068649383186886,0.1662740256856205
143,0.40221493533614955,1e-08,0.33647536617667295,0.14333335309032247
144,0.40221493533614955,1e-08,0.32117435351463514,0.15734984317369377
145,0.40221493533614955,1e-08,0.3214188168859643,0.15746714956167604
146,0.40221493533614955,1e-08,0.3138197726926536,0.16357056024059977
147,0.40221493533614955,1e-08,0.31930213301527055,0.15973735214529414
148,0.40221493533614955,1e-08,0.31688436355102545,0.1618186620214541
149,0.40221493533614955,1e-08,0.33069014336044433,0.15148831648314842
150,0.40221493533614955,1e-08,0.33655793577425136,0.14694156664648475
151,0.40221493533614955,1e-08,0.32323570739695506,0.15828944214103277
152,0.40221493533614955,1e-08,0.3280923039341951,0.15387691665543468
153,0.40221493533614955,1e-08,0.31186427317336796,0.16579996597553126
154,0.40221493533614955,1e-08,0.32062885727364243,0.16037263213203282
155,0.40221493533614955,1e-08,0.3265162612126083,0.15645618184681948
156,0.40221493533614955,1e-08,0.3399704336203014,0.14471197290988097
157,0.40221493533614955,1e-08,0.33716775634028257,0.14719791027072163
158,0.40221493533614955,1e-08,0.31862488451405974,0.16265277582410584
159,0.40221493533614955,1e-08,0.3293387187376468,0.1543320331315858
160,0.40221493533614955,1e-08,0.3377195225929015,0.14739617199688831
161,0.40221493533614955,1e-08,0.31636207636794966,0.16474832903910966
162,0.40221493533614955,1e-08,0.3324036651515742,0.15221159446288138
163,0.40221493533614955,1e-08,0.3298162487756427,0.1545259282246286
164,0.40221493533614955,1e-08,0.3110462189266224,0.16839739787743094
165,0.40221493533614955,1e-08,0.332497681611217,0.15225250255634068
166,0.40221493533614955,1e-08,0.31888538986259146,0.16277708680769545
167,0.40221493533614955,1e-08,0.32692968836931446,0.15664222867512184
168,0.40221493533614955,1e-08,0.3349723868760375,0.14982542445702154
169,0.40221493533614955,1e-08,0.3374072699186357,0.1473001040298282
170,0.40221493533614955,1e-08,0.3213584951274119,0.1607184687456816
171,0.40221493533614955,1e-08,0.3240399279629862,0.15867686042280155
172,0.40221493533614955,1e-08,0.3298162487756427,0.1545259282246286
173,0.40221493533614955,1e-08,0.3110018024669796,0.16837422243064645
174,0.40221493533614955,1e-08,0.3297393738791546,0.15449275634578938
175,0.40221493533614955,1e-08,0.3323439318182409,0.1521878306367778
176,0.40221493533614955,1e-08,0.3134970270727325,0.16650134623068244
177,0.40221493533614955,1e-08,0.30537585366952147,0.17161637797992824
178,0.40221493533614955,1e-08,0.33206951289135617,0.15207123236899162
179,0.40221493533614955,1e-08,0.30488115408356925,0.1713923390795892
180,0.40221493533614955,1e-08,0.3051365787730334,0.17150617915224906
181,0.40221493533614955,1e-08,0.31057631934067015,0.1681755921079708
182,0.40221493533614955,1e-08,0.31877436764036926,0.16272992206986125
183,0.40221493533614955,1e-08,0.31640908459777106,0.16477181138533623
184,0.40221493533614955,1e-08,0.3190905174333453,0.16286255766353191
185,0.40221493533614955,1e-08,0.32443267199338294,0.15882959666470683
186,0.40221493533614955,1e-08,0.3217693724911419,0.16088468431744377
187,0.40221493533614955,1e-08,0.3216055033572333,0.16080912976164657
188,0.40221493533614955,1e-08,0.3294557384926271,0.15437028203004952
189,0.40221493533614955,1e-08,0.3189719956251709,0.16280438373869843
190,0.40221493533614955,1e-08,0.31344434394642307,0.16647885933582796
191,0.40221493533614955,1e-08,0.3268999245839375,0.15662061116412668
192,0.40221493533614955,1e-08,0.33734908967361593,0.14725959243710124
193,0.40221493533614955,1e-08,0.3341024354439149,0.14947722204207398
194,0.40221493533614955,1e-08,0.3027201986117249,0.17323510841563533
195,0.40221493533614955,1e-08,0.3053854536695215,0.17163085495207397
196,0.40221493533614955,1e-08,0.3351791144467914,0.14989665243610548
197,0.40221493533614955,1e-08,0.3351791144467914,0.14989665243610548
198,0.40221493533614955,1e-08,0.34322341295351433,0.14229290585822077
199,0.40221493533614955,1e-08,0.34322341295351433,0.14229290585822077
200,0.40221493533614955,1e-08,0.3217719502689197,0.1608859701344598
201,0.40221493533614955,1e-08,0.3190905174333453,0.16286255766353191
202,0.40221493533614955,1e-08,0.34322341295351433,0.14229290585822077
203,0.40221493533614955,1e-08,0.308364786091048,0.1701178422684616
204,0.40221493533614955,1e-08,0.3298162487756427,0.1545259282246286
205,0.40221493533614955,1e-08,0.34322341295351433,0.14229290585822077
206,0.40221493533614955,1e-08,0.31902405652925814,0.16283065369115918
207,0.40221493533614955,1e-08,0.3293761269674682,0.1544130706439863
208,0.40221493533614955,1e-08,0.34814615681648853,0.13664021525930892
209,0.40221493533614955,1e-08,0.3347389926386169,0.14974004880566585
210,0.40221493533614955,1e-08,0.300275612687837,0.17490610125470676
211,0.40221493533614955,1e-08,0.3216822004759436,0.16084294195105073
212,0.40221493533614955,1e-08,0.3269089583313186,0.15661700117871755
213,0.40221493533614955,1e-08,0.32398265965717316,0.1586215600531029
214,0.40221493533614955,1e-08,0.3348056543707996,0.14974005459307024
215,0.40221493533614955,1e-08,0.32100719636955516,0.16053490885697586
216,0.40221493533614955,1e-08,0.30459173598478,0.17120539461196474
217,0.40221493533614955,1e-08,0.3150271562159662,0.16413652048160365
218,0.40221493533614955,1e-08,0.32816787348215143,0.15384509169055707
219,0.40221493533614955,1e-08,0.33634559421109667,0.1468578675827988
220,0.40221493533614955,1e-08,0.3178285141550525,0.16226500117607984
221,0.40221493533614955,1e-08,0.32538125217173597,0.15594799507260548
222,0.40221493533614955,1e-08,0.3338506362720104,0.14936370613914332
223,0.40221493533614955,1e-08,0.29934499212180576,0.17440356095616755
224,0.40221493533614955,1e-08,0.3307441458276863,0.15152620406264714
225,0.40221493533614955,1e-08,0.3305438182569324,0.15144433004500255
226,0.40221493533614955,1e-08,0.33036967093119823,0.15137959163777473
227,0.40221493533614955,1e-08,0.31959989761169844,0.1599443478796582
228,0.40221493533614955,1e-08,0.33899397930688907,0.14437445531491305
229,0.40221493533614955,1e-08,0.34978829089420616,0.13337658365370683
230,0.40221493533614955,1e-08,0.32909852203298434,0.15422403904810336
231,0.40221493533614955,1e-08,0.3402129225091902,0.14478899732407818
232,0.40221493533614955,1e-08,0.35079762916202334,0.13360879137854934
233,0.40221493533614955,1e-08,0.31593900229955707,0.16453623274924448
234,0.40221493533614955,1e-08,0.3213581346373724,0.16068731281226495
235,0.40221493533614955,1e-08,0.3184984935719767,0.1625760869284387
236,0.40221493533614955,1e-08,0.3213209510970152,0.16067384127676085
237,0.40221493533614955,1e-08,0.32417133372556567,0.15870740993674728
238,0.40221493533614955,1e-08,0.3401659142793688,0.14477000308300123
239,0.40221493533614955,1e-08,0.31358662707273255,0.16654405882051992
240,0.40221493533614955,1e-08,0.3214899008899913,0.16075082221439266
241,0.40221493533614955,1e-08,0.3536670949168833,0.13060749414374745
242,0.40221493533614955,1e-08,0.3107171613178726,0.16822572952941947
243,0.40221493533614955,1e-08,0.318808468054417,0.16272440367772872
244,0.40221493533614955,1e-08,0.3189024845140598,0.16277052233929437
245,0.40221493533614955,1e-08,0.32426535018520847,0.158751519563994
246,0.40221493533614955,1e-08,0.327087807710247,0.15669904523594264
247,0.40221493533614955,1e-08,0.3404949718881186,0.14490259023349525
248,0.40221493533614955,1e-08,0.3378135390525443,0.14743502639766087
249,0.40221493533614955,1e-08,0.33513210621697,0.14987672666988133
250,0.40221493533614955,1e-08,0.32697005791727085,0.15664917573180667
251,0.40221493533614955,1e-08,0.3270407994804256,0.15667755693643698
252,0.40221493533614955,1e-08,0.3377665308227229,0.14741560797243045
253,0.40221493533614955,1e-08,0.3322381540404631,0.15214016689257634
254,0.40353283647602534,1e-08,0.29740474363763963,0.17629313316417888
255,0.40353283647602534,1e-08,0.2946813272617081,0.1777138163810114
256,0.40353283647602534,1e-08,0.31067654896461827,0.16821757902631715
257,0.40353283647602534,1e-08,0.31838286393098403,0.16255894115040764
258,0.40353283647602534,1e-08,0.3153632368579891,0.1642990723679098
259,0.40353283647602534,1e-08,0.308131533333071,0.16703318827028046
260,0.40353283647602534,1e-08,0.2988725722831143,0.17130161989108
261,0.40353283647602534,1e-08,0.29881306363924515,0.17128725403364786
262,0.40353283647602534,1e-08,0.3101020986072165,0.16194775249423302
263,0.40353283647602534,1e-08,0.31507050337427794,0.15796546351336369
264,0.40353283647602534,1e-08,0.31798722509874117,0.1559930372592996
265,0.40353283647602534,1e-08,0.3211859402325294,0.1541267891902729
266,0.40353283647602534,1e-08,0.3256724503481225,0.14950976850676045
267,0.40353283647602534,1e-08,0.34509999211930487,0.13184254890881844
268,0.40353283647602534,1e-08,0.3197995032564775,0.1568586812810762
269,0.40353283647602534,1e-08,0.30097449316243746,0.16940870011268885
270,0.40353283647602534,1e-08,0.31402047379995185,0.1606007590625027
271,0.40353283647602534,1e-08,0.3278045976397675,0.15044844420734502
272,0.40353283647602534,1e-08,0.3123478886871149,0.16294127734126004
273,0.40353283647602534,1e-08,0.33772330682650925,0.14396086916213502
274,0.40353283647602534,1e-08,0.35413920259781195,0.1268650387289798
275,0.40353283647602534,1e-08,0.31753207870034666,0.16220911655408632
276,0.40353283647602534,1e-08,0.3361792081353192,0.14689857973208742
277,0.40353283647602534,1e-08,0.3096802575573537,0.16782117428937138
278,0.40353283647602534,1e-08,0.3235555953895701,0.15854653242050007
279,0.40353283647602534,1e-08,0.33049967826474586,0.15157472522350413
280,0.40353283647602534,1e-08,0.3168115313746125,0.16193644740562066
281,0.4039995031426921,1e-08,0.3387401454913297,0.14438962739090946
282,0.4039995031426921,1e-08,0.33689529783525907,0.1471988036770655
283,0.4039995031426921,1e-08,0.3099518509666787,0.16797395428774078
284,0.4039995031426921,1e-08,0.32589762246256504,0.15632810337682462
285,0.4039995031426921,1e-08,0.33675360894637013,0.1471555333248538
286,0.4039995031426921,1e-08,0.33477102548972415,0.14982912629767095
287,0.4039995031426921,1e-08,0.3508836414300549,0.13379044070801813
288,0.4039995031426921,1e-08,0.3231947394199668,0.15842606712373034
289,0.4039995031426921,1e-08,0.3100873365602302,0.16807765911350236
290,0.4039995031426921,1e-08,0.32126110575629696,0.16072086468235133
291,0.4039995031426921,1e-08,0.328444038010401,0.15406153522765456
292,0.4039995031426921,1e-08,0.31508414379453353,0.16424083838996503
293,0.4039995031426921,1e-08,0.3016885442301343,0.1727555421261065
294,0.4039995031426921,1e-08,0.3203032341551464,0.1602954404470571
295,0.4039995031426921,1e-08,0.3121102665145148,0.1658821322795147
296,0.4039995031426921,1e-08,0.29615600859698155,0.1756548474910123
297,0.4039995031426921,1e-08,0.29914938546295256,0.17434587015730096
298,0.4039995031426921,1e-08,0.287826713385596,0.17959969154089073
299,0.4039995031426921,1e-08,0.2841760731482958,0.18035878839034544
300,0.4039995031426921,1e-08,0.286739517509029,0.17900152921231555
301,0.4039995031426921,1e-08,0.3003131475254718,0.17204315852720267
302,0.4039995031426921,1e-08,0.2778648609795085,0.18204500052994
303,0.4039995031426921,1e-08,0.30409829632292995,0.16790452772584535
304,0.4039995031426921,1e-08,0.2907650078696418,0.17546824898123883
305,0.4039995031426921,1e-08,0.2826960122442086,0.17932556842451136
306,0.4039995031426921,1e-08,0.29348713782392644,0.17409028722047676
307,0.4039995031426921,1e-08,0.31573635523598115,0.16128676238509607
308,0.4039995031426921,1e-08,0.3268071022098258,0.15325059362995155
309,0.4039995031426921,1e-08,0.3242196438566918,0.15545465878891007
310,0.4039995031426921,1e-08,0.3268482487074644,0.15327368583736742
311,0.4039995031426921,1e-08,0.31653134534996874,0.1616700673254695
312,0.4039995031426921,1e-08,0.3302024445003202,0.15132401910128038
313,0.4039995031426921,1e-08,0.30415541409138264,0.1710090429384498
314,0.4039995031426921,1e-08,0.32681889570286204,0.15663656959881087
315,0.4039995031426921,1e-08,0.32757054508179045,0.1569718583211431
316,0.4039995031426921,1e-08,0.33299070210906995,0.15252188016641166
317,0.4039995031426921,1e-08,0.3064502914551127,0.1722340728597822
318,0.4039995031426921,1e-08,0.3093400658538418,0.1706722510222932
319,0.4039995031426921,1e-08,0.3495003098195793,0.13711630182216872
320,0.4039995031426921,1e-08,0.3091436214093973,0.17057163398097333
321,0.4039995031426921,1e-08,0.330592038821452,0.15492023899358803
322,0.4039995031426921,1e-08,0.33356779676053827,0.1527620657962651
323,0.4039995031426921,1e-08,0.33323951116698686,0.1526329886237746
324,0.4039995031426921,1e-08,0.3390524542018655,0.14799812977636773
325,0.4039995031426921,1e-08,0.33326127495236385,0.15265564471060983
326,0.4039995031426921,1e-08,0.34643958316063217,0.13989183166496122
327,0.4039995031426921,1e-08,0.3518688208469791,0.13412670934783383
328,0.4039995031426921,1e-08,0.32772652615490566,0.1571034773749208
329,0.4039995031426921,1e-08,0.33768677437089356,0.14756945129717242
330,0.4039995031426921,1e-08,0.34391853386541504,0.14267242871058358
331,0.4039995031426921,1e-08,0.31430043770161764,0.16699743449308432
332,0.4039995031426921,1e-08,0.3296892124928414,0.15462928743923168
333,0.4039995031426921,1e-08,0.3103270698935635,0.16821312094583094
334,0.4039995031426921,1e-08,0.34880278883950033,0.13696656189480874
335,0.4039995031426921,1e-08,0.318601726423084,0.16285775526531607
336,0.4039995031426921,1e-08,0.33555256952012086,0.15025284625281327
337,0.4039995031426921,1e-08,0.3243652941474268,0.1589837762884332
338,0.4039995031426921,1e-08,0.3242709970287166,0.15892576317742874
339,0.4039995031426921,1e-08,0.3457703477741046,0.13971245180197112
340,0.4039995031426921,1e-08,0.32238238312002704,0.16126299000296584
341,0.4039995031426921,1e-08,0.31772050016114,0.16545857942551687
342,0.4043707376159012,1e-08,0.3038715532710067,0.1739474907602807
343,0.4043707376159012,1e-08,0.3232020794106418,0.16160103752433283
344,0.4043707376159012,1e-08,0.3124287595935033,0.16914589466526841
345,0.4043707376159012,1e-08,0.3582153688163418,0.12806865690520394
346,0.4043707376159012,1e-08,0.3258293649204819,0.15951519941653575
347,0.4062907376159013,1e-08,0.31216458181572554,0.16901145448068003
348,0.4062907376159013,1e-08,0.32026051570897607,0.1634688591106659
349,0.4062907376159013,1e-08,0.32786352779405215,0.15712907430561804
350,0.4062907376159013,1e-08,0.30603678527848555,0.17207590715324822
351,0.4062907376159013,1e-08,0.3282341812127022,0.15414246636308343
352,0.4062907376159013,1e-08,0.33707741386380957,0.14741352682436526
353,0.4062907376159013,1e-08,0.3357428542685322,0.15029117511088155
354,0.4062907376159013,1e-08,0.33914182207658633,0.14812233360298208
355,0.4062907376159013,1e-08,0.35226946855267194,0.13433733157833422
356,0.4062907376159013,1e-08,0.3392371957309311,0.14813931132349417
357,0.4062907376159013,1e-08,0.32291621024264394,0.1615138260049607
358,0.4062907376159013,1e-08,0.31977997000534375,0.1633273538836187
359,0.4062907376159013,1e-08,0.3054111490468179,0.17178555216438798
360,0.4062907376159013,1e-08,0.3205179962672877,0.16051635498081293
361,0.4062907376159013,1e-08,0.3165430145334994,0.16496523627245935
362,0.4062907376159013,1e-08,0.3360186451935707,0.15035088477854455
363,0.4062907376159013,1e-08,0.3281761154067086,0.1572806802360144
364,0.4062907376159013,1e-08,0.34234827216580976,0.14573516648764362
365,0.4062907376159013,1e-08,0.33419164608833285,0.15308677248960198
366,0.40666407094923457,1e-08,0.34779517569072793,0.14037719525845652
367,0.40666407094923457,1e-08,0.3230907517887541,0.1616543014854729
368,0.40666407094923457,1e-08,0.325550462816154,0.15947016053239302
369,0.40666407094923457,1e-08,0.3037089927298335,0.17391069444381949
370,0.40666407094923457,1e-08,0.3306140823866672,0.1550147087041995
371,0.40666407094923457,1e-08,0.3062596000478481,0.172194877495015
372,0.40666407094923457,1e-08,0.3059774807069156,0.17205791565474615
373,0.40666407094923457,1e-08,0.31792033130643416,0.1624437030037478
374,0.40666407094923457,1e-08,0.30972573074651694,0.16790844512195224
375,0.40666407094923457,1e-08,0.2968551187621967,0.17318713616699088
376,0.40666407094923457,1e-08,0.2977464972843588,0.1707017888210316
377,0.40666407094923457,1e-08,0.28387061706089206,0.17730966661487782
378,0.40666407094923457,1e-08,0.29663073103173987,0.17005445967384533
379,0.40666407094923457,1e-08,0.27494711280863426,0.18035091339839374
380,0.40666407094923457,1e-08,0.3007760806572935,0.166437374821621
381,0.40666407094923457,1e-08,0.2988883325871751,0.16826520845010096
382,0.40666407094923457,1e-08,0.32867301639771807,0.14735885853648067
383,0.40666407094923457,1e-08,0.33548235284192185,0.14314419811887188
384,0.40666407094923457,1e-08,0.29585201258556953,0.17257659764264976
385,0.40666407094923457,1e-08,0.325534764635259,0.1494169417626081
386,0.40666407094923457,1e-08,0.3080252212078856,0.16384904508785697
387,0.40666407094923457,1e-08,0.3251200832318073,0.15264195077772058
388,0.40666407094923457,1e-08,0.33898461859678175,0.1408815080398759
389,0.40666407094923457,1e-08,0.31290319724576116,0.16323667089508334
390,0.40666407094923457,1e-08,0.34902447347011123,0.1332336496169956
391,0.40666407094923457,1e-08,0.33048170864861115,0.15165639437245595
392,0.40666407094923457,1e-08,0.34675815174564806,0.1363677137923182
393,0.40666407094923457,1e-08,0.33655832904721983,0.1471660478689982
394,0.40666407094923457,1e-08,0.31960143170343736,0.1632567248438428
395,0.40666407094923457,1e-08,0.3150812796106418,0.16742899294772287
396,0.40666407094923457,1e-08,0.3104742081769137,0.1713353569616762
397,0.40666407094923457,1e-08,0.32662293193301806,0.15996650359954162
398,0.40666407094923457,1e-08,0.3373843126542438,0.15094718166138854
399,0.40666407094923457,1e-08,0.34290952235578903,0.1459852369377113
400,0.40666407094923457,1e-08,0.32418086288282066,0.16213353562193558
401,0.40666407094923457,1e-08,0.32404523243077704,0.16207297693010406
402,0.40666407094923457,1e-08,0.3430563857271183,0.14605756842633677
403,0.40666407094923457,1e-08,0.3454283354363831,0.14328553458251095
404,0.40666407094923457,1e-08,0.3346691909297805,0.1533104029867545
405,0.40666407094923457,1e-08,0.3403956919874567,0.14861339842179228
406,0.40666407094923457,1e-08,0.33261934656904735,0.15587082044196343
407,0.40666407094923457,1e-08,0.35701874578155696,0.1318754993540964
408,0.40666407094923457,1e-08,0.3188956391888745,0.16610141776532505
409,0.40666407094923457,1e-08,0.33236676632402756,0.1557608236968476
